urn:cite:hcmid:gen49.1v,urn:cite:hcmid:gen49bifolioimgs.gen49-1v-2r
urn:cite:hcmid:gen49.2r,urn:cite:hcmid:gen49bifolioimgs.gen49-1v-2r
