Text,Image,Bifolio
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.71_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5275,0.146,0.2883,0.0262",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.71_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5295,0.1694,0.2973,0.0275",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.71_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5315,0.1956,0.2773,0.0344",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.71_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5305,0.2231,0.2753,0.0482",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.72,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5305,0.2452,0.0801,0.0289",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.72_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5315,0.27,0.2783,0.0523",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.72_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5295,0.2851,0.4174,0.0399",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.72_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5335,0.3182,0.3063,0.022",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.72_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5325,0.343,0.2773,0.062",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.73,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5305,0.3636,0.0811,0.0317",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.73_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5305,0.3912,0.2823,0.0523",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.73_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5335,0.4118,0.2973,0.0317",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.73_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5345,0.438,0.2873,0.0399",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.73_3_r1,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5135,0.4587,0.1411,0.0523",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.73_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5325,0.5041,0.2873,0.0399",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.74,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5315,0.5317,0.0771,0.0248",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.74_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5325,0.5399,0.2823,0.0372",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.74_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5355,0.5744,0.2833,0.0262",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.74_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5385,0.6006,0.2803,0.0317",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.74_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5355,0.6157,0.4174,0.0523",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.75,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5335,0.6543,0.0711,0.0234",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.75_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5355,0.6598,0.3043,0.0372",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.75_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-86v-87r@0.5345,0.6983,0.3013,0.0262",urn:cite:hcmid:gen49.87r
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.header_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-87v-88r@0.009,0.0166,0.4054,0.0929",
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.75_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-87v-88r@0.1111,0.1123,0.2863,0.0277",
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.75_4,"urn:cite:hcmid:gen49bifolioimgs.gen49-87v-88r@0.1121,0.1401,0.2913,0.0277",
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.76,"urn:cite:hcmid:gen49bifolioimgs.gen49-87v-88r@0.1131,0.165,0.0691,0.0222",
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.76_1,"urn:cite:hcmid:gen49bifolioimgs.gen49-87v-88r@0.1141,0.1886,0.2873,0.0264",
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.76_2,"urn:cite:hcmid:gen49bifolioimgs.gen49-87v-88r@0.1161,0.215,0.2873,0.0361",
urn:cts:latinLit:stoa0162.stoa005.gen49:22.t1.76_3,"urn:cite:hcmid:gen49bifolioimgs.gen49-87v-88r@0.1161,0.258,0.2873,0.0444",
